num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2025S119771;20/10/2025;20:15:00;AVDA. PESETA, 71;71;11;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;14;Sin asistencia sanitaria;435914;4468264;N;
2025S119771;20/10/2025;20:15:00;AVDA. PESETA, 71;71;11;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Peatón;De 65 a 69 años;Mujer;1;Atención en urgencias sin posterior ingreso;435914;4468264;N;
2025S119773;20/10/2025;19:10:00;CALL. OCAÑA, 2;2;10;LATINA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;435509;4470830;N;
2025S119954;21/10/2025;8:20:00;AVDA. BUENOS AIRES / AVDA. PARQUE DE PALOMERAS BAJAS;8;13;PUENTE DE VALLECAS;Caída;Lluvia débil;Bicicleta;Conductor;De 45 a 49 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;444565;4469876;N;
2025S119966;21/10/2025;8:31:00;CALL. PEDRO DE VALDIVIA / CALL. JOSE GUTIERREZ ABASCAL;4;5;CHAMARTÍN;Caída;Nublado;Bicicleta;Conductor;De 60 a 64 años;Mujer;2;Ingreso inferior o igual a 24 horas;441476;4476748;N;
2025S119997;21/10/2025;10:45:00;AVDA. POBLADOS / CALL. VIA LUSITANA;106;11;CARABANCHEL;Colisión lateral;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437645;4469455;N;
2025S120057;21/10/2025;13:30:00;CALL. MAESTRO ARBOS / CALL. RICARDO DAMAS;23;2;ARGANZUELA;Caída;Nublado;Bicicleta;Conductor;De 18 a 20 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;440988;4470986;N;
2025S120287;21/10/2025;19:45:00;CALL. BRAVO MURILLO, 333;333;6;TETUÁN;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441021;4479524;S;
2025S120868;22/10/2025;20:00:00;CALL. PAULINA ODIAGA, 11;11;11;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438548;4471746;N;
2025S120868;22/10/2025;20:00:00;CALL. PAULINA ODIAGA, 11;11;11;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Peatón;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;438548;4471746;N;
2025S121025;22/10/2025;14:10:00;PLAZA. ALOSNO, 4;4;19;VICÁLVARO;Atropello a persona;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;;;447669;4473009;N;
2025S121025;22/10/2025;14:10:00;PLAZA. ALOSNO, 4;4;19;VICÁLVARO;Atropello a persona;Despejado;Bicicleta;Peatón;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447669;4473009;N;
2025S121010;23/10/2025;7:09:00;CALL. DOCTOR TOLOSA LATOUR, 16;16;12;USERA;Caída;Lluvia débil;Bicicleta;Conductor;De 60 a 64 años;Mujer;1;Atención en urgencias sin posterior ingreso;440361;4469510;N;
2025S121050;23/10/2025;8:49:00;CALL. MARCELO USERA, 43;43;12;USERA;Caída;Nublado;Bicicleta;Conductor;De 15 a 17 años;Mujer;2;Ingreso inferior o igual a 24 horas;440323;4470856;N;
2025S121113;23/10/2025;9:25:00;GTA. PUENTE DE SEGOVIA, 1;1;10;LATINA;Caída;Nublado;Bicicleta;Conductor;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438538;4473949;N;
2025S121219;23/10/2025;16:39:00;CALL. VIA, 57;57;11;CARABANCHEL;Colisión lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438959;4470835;N;
2025S121432;23/10/2025;21:30:00;CALL. SAN BERNARDO / -;4;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;;;439910;4474686;N;
2025S121564;23/10/2025;8:25:00;PNTE. SEGOVIA / PASEO. EXTREMADURA;0;1;CENTRO;Caída;;Bicicleta;Conductor;De 40 a 44 años;Mujer;;;438585;4473949;N;
2025S121623;24/10/2025;10:00:00;CALL. CARAMUEL / CALL. VIA CARPETANA;98;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438047;4472674;N;
2025S122220;24/10/2025;18:13:00;CTRA. RODAJOS, 2;2;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;1;Atención en urgencias sin posterior ingreso;433929;4473755;N;
2025S122035;25/10/2025;0:30:00;CALL. BAILEN, 8;8;1;CENTRO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;;;439464;4474143;S;
2025S122188;25/10/2025;12:58:00;CALL. DULCE CHACON / ESTCE. FUENTE DE LA MORA;13;16;HORTALEZA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443813;4481708;N;
2025S122190;25/10/2025;12:20:00;CALL. ANILLO VERDE, 46;46;19;VICÁLVARO;Atropello a persona;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437281;4476596;N;
2025S122190;25/10/2025;12:20:00;CALL. ANILLO VERDE, 46;46;19;VICÁLVARO;Atropello a persona;Despejado;Bicicleta;Peatón;De 60 a 64 años;Mujer;14;Sin asistencia sanitaria;437281;4476596;N;
2025S122290;25/10/2025;23:10:00;CALL. PAULINA ODIAGA / CALL. RASCON;45;11;CARABANCHEL;Colisión fronto-lateral;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438331;4471702;N;
2025S122551;26/10/2025;17:25:00;CALL. TORRELAGUNA, 106;106;15;CIUDAD LINEAL;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;443989;4478363;N;
2025S122577;26/10/2025;20:45:00;AVDA. DOCTOR FEDERICO RUBIO Y GALI / AVDA. PABLO IGLESIAS;1;6;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;;;439921;4477674;N;
2025S122686;27/10/2025;9:00:00;AVDA. CIUDAD DE BARCELONA / CALL. SECO;208;3;RETIRO;Alcance;Despejado;Bicicleta;Conductor;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;442965;4472349;N;
2025S122698;27/10/2025;8:30:00;CALL. MENDEZ ALVARO, 1;1;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441242;4473138;N;
2025S122698;27/10/2025;8:30:00;CALL. MENDEZ ALVARO, 1;1;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Pasajero;Menor de 5 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441242;4473138;N;
2025S122860;27/10/2025;16:30:00;CALL. FRANCISCO SILVELA / CALL. COSLADA;1;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442627;4476448;N;
2025S122970;27/10/2025;15:35:00;AVDA. VENTISQUERO DE LA CONDESA, 48;48;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;439139;4482923;N;
2025S122985;27/10/2025;16:56:00;CALL. SANTA ENGRACIA, 12;12;7;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;440952;4475625;N;
2025S123087;27/10/2025;22:30:00;CALL. SAN GERMAN / CALL. POETA JOAN MARAGALL;1;6;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;441303;4478633;N;
2025S123476;28/10/2025;18:25:00;CALL. ANDRES OBISPO, 71;71;16;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;445013;4479853;N;
2025S123679;28/10/2025;22:45:00;CALL. ALCALA / CALL. GOYA;98;4;SALAMANCA;Atropello a persona;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;442735;4475153;N;
2025S123679;28/10/2025;22:45:00;CALL. ALCALA / CALL. GOYA;98;4;SALAMANCA;Atropello a persona;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Peatón;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;442735;4475153;N;
2025S124671;30/10/2025;22:01:00;CALL. ALCALA / CALL. VAZQUEZ DE MELLA;402;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;445705;4476450;N;
2025S124724;30/10/2025;22:50:00;PASEO. SANTA MARIA DE LA CABEZA, 12;12;2;ARGANZUELA;Caída;Nublado;Bicicleta;Conductor;De 21 a 24 años;Mujer;3;Ingreso superior a 24 horas;441107;4473130;N;
2025S124888;30/10/2025;22:00:00;CALL. ANTONIO DE LEYVA, 3;3;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;439291;4472049;N;
2025S124888;30/10/2025;22:00:00;CALL. ANTONIO DE LEYVA, 3;3;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Pasajero;De 50 a 54 años;Mujer;;;439291;4472049;N;
2025S124764;31/10/2025;3:15:00;CALL. GUATEMALA, 13;13;5;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;1;Atención en urgencias sin posterior ingreso;442994;4478965;N;
2025S124794;31/10/2025;4:00:00;PASEO. PRADO, 2;2;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;;;441125;4474398;S;
2025S124995;31/10/2025;18:57:00;AVDA. ALFONSO XIII, 54;54;5;CHAMARTÍN;Atropello a persona;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;14;Sin asistencia sanitaria;443426;4478244;N;
2025S124995;31/10/2025;18:57:00;AVDA. ALFONSO XIII, 54;54;5;CHAMARTÍN;Atropello a persona;Despejado;Bicicleta;Peatón;De 70 a 74 años;Mujer;2;Ingreso inferior o igual a 24 horas;443426;4478244;N;
2025S125312;01/11/2025;8:35:00;CALL. VERSALLES / CALL. NIMES;93;20;SAN BLAS-CANILLEJAS;Alcance;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;2;Ingreso inferior o igual a 24 horas;447741;4474205;N;
2025S125418;01/11/2025;19:30:00;CALL. CLARA DEL REY, 22;22;5;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443164;4477082;N;
2025S125814;02/11/2025;16:40:00;CALL. MONASTERIO DE OSEIRA, 5;5;8;FUENCARRAL-EL PARDO;Atropello a animal;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;2;Ingreso inferior o igual a 24 horas;440823;4484469;N;
2025S125814;02/11/2025;16:40:00;CALL. MONASTERIO DE OSEIRA, 5;5;8;FUENCARRAL-EL PARDO;Atropello a animal;Despejado;Bicicleta;Peatón;De 50 a 54 años;Mujer;14;Sin asistencia sanitaria;440823;4484469;N;
2025S125847;03/11/2025;0:15:00;CALL. GENERAL LACY, 22;22;2;ARGANZUELA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441383;4472754;N;
2025S125859;03/11/2025;1:24:00;CALL. GOMEZ DE AVELLANEDA / CALL. GUTIERRE DE CETINA;8;15;CIUDAD LINEAL;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;445394;4476042;N;
2025S125859;03/11/2025;1:24:00;CALL. GOMEZ DE AVELLANEDA / CALL. GUTIERRE DE CETINA;8;15;CIUDAD LINEAL;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Pasajero;De 18 a 20 años;Mujer;3;Ingreso superior a 24 horas;445394;4476042;N;
2025S125985;03/11/2025;11:50:00;CALL. EMBAJADORES / AVDA. SANTA CATALINA-ENTREVIAS;466;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442836;4468633;N;
2025S126024;03/11/2025;13:50:00;PTA. RODAJOS, 0;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;434700;4476601;N;
2025S126024;03/11/2025;13:50:00;PTA. RODAJOS, 0;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;434700;4476601;N;
2025S126285;03/11/2025;22:03:00;CALL. SANTANDER, 5;5;7;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439804;4477176;N;
2025S126494;04/11/2025;11:40:00;CALL. BENEFICENCIA, 14;14;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;440697;4475299;N;
2025S126558;04/11/2025;13:50:00;CALL. SANTA CRUZ DE MARCENADO, 20;20;1;CENTRO;Colisión fronto-lateral;;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;;;439774;4475604;N;
2025S126702;04/11/2025;16:45:00;PASEO. FERNAN NUÑEZ / PASEO. REPUBLICA DE PANAMA;26;3;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;442254;4474399;N;
2025S126807;04/11/2025;21:25:00;CALL. EUGENIA DE MONTIJO, 91;91;11;CARABANCHEL;Otro;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436260;4469655;N;
2025S126983;05/11/2025;8:05:00;CAMINO VIEJO DE VICALVARO FAROLA 153;7;19;VICÁLVARO;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447182;4473027;N;
2025S127029;05/11/2025;12:27:00;PLAZA. JOSE MARIA SOLER / AVDA. ALFONSO XIII;7;5;CHAMARTÍN;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;443333;4478963;N;
2025S127074;05/11/2025;13:20:00;CALL. ALCALA, 402;402;15;CIUDAD LINEAL;Colisión lateral;Nublado;Bicicleta;Conductor;De 15 a 17 años;Hombre;1;Atención en urgencias sin posterior ingreso;445704;4476447;N;
2025S127075;05/11/2025;13:15:00;CALL. ARROYO DEL OLIVAR / CALL. SIERRA DEL VALLE;91;13;PUENTE DE VALLECAS;Caída;Lluvia débil;Bicicleta;Conductor;De 35 a 39 años;Hombre;;;444151;4471343;N;
2025S128127;05/11/2025;13:25:00;AVDA. ALBUFERA / CTRA. VICALVARO A VALLECAS;416;13;PUENTE DE VALLECAS;Caída;Se desconoce;Bicicleta EPAC (pedaleo asistido);Conductor;De 40 a 44 años;Hombre;1;Atención en urgencias sin posterior ingreso;446581;4470454;N;
2025S127448;06/11/2025;4:50:00;CALL. GOYA, 44;44;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;442329;4475147;S;
2025S127556;06/11/2025;11:20:00;CALL. AMERICIO, 2;2;17;VILLAVERDE;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;Más de 74 años;Hombre;3;Ingreso superior a 24 horas;442094;4467589;N;
2025S127725;06/11/2025;14:25:00;CALL. SALUSTIANO OLOZAGA / CALL. VILLALAR;14;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;441451;4474668;N;
2025S127768;06/11/2025;17:47:00;CALL. FERNANDEZ DE LOS RIOS / CALL. ANDRES MELLADO;86;7;CHAMBERÍ;Otro;Nublado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;439388;4476323;N;
2025S127992;06/11/2025;21:40:00;CALL. COLOMBIA, 1;1;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442541;4478720;N;
2025S127994;06/11/2025;20:50:00;CALL. RAFAEL FINAT, 1;1;10;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;435209;4470727;N;
2025S128265;07/11/2025;13:00:00;CALL. MARIA DE PORTUGAL, 9;9;16;HORTALEZA;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;444052;4483394;N;
2025S128531;07/11/2025;22:20:00;CALL. DOCTOR ESQUERDO, 66;66;3;RETIRO;Caída;Lluvia débil;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443183;4473964;N;
2025S128753;08/11/2025;8:40:00;CALL. VIA LUSITANA / AVDA. POBLADOS;1;11;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;;;437644;4469453;N;
2025S128937;08/11/2025;22:15:00;CALL. BASILICA, 20;20;6;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;440834;4477915;N;
2025S129102;09/11/2025;6:05:00;AVDA. REINA VICTORIA / AVDA. PABLO IGLESIAS;21;7;CHAMBERÍ;Colisión frontal;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;;;439952;4477613;N;
2025S129122;09/11/2025;6:05:00;CALL. ALCALA, 85;85;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;3;Ingreso superior a 24 horas;441799;4474656;N;
2025S129258;09/11/2025;12:10:00;CALL. FRANCISCO SALAS, 22;22;6;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;1;Atención en urgencias sin posterior ingreso;440205;4478322;N;
2025S129330;09/11/2025;17:29:00;CTRA. ESTACION DE HORTALEZA / AUTOV. M-11;1;16;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444945;4481405;N;
2025S129662;10/11/2025;10:15:00;CALL. MANUEL AGUILAR MUÑOZ / PASEO. ALAMEDA DE OSUNA;20;21;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;450056;4478819;N;
2025S129727;10/11/2025;17:20:00;CALL. FUENTE CARRANTONA / AVDA. DOCTOR GARCIA TAPIA;35;14;MORATALAZ;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;2;Ingreso inferior o igual a 24 horas;446374;4473105;N;
2025S130144;11/11/2025;16:10:00;CALL. VIRGEN DEL SAGRARIO, 11;11;15;CIUDAD LINEAL;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;445001;4476247;N;
2025S130261;11/11/2025;18:25:00;AVDA. VIRGEN DEL CARMEN, 19;19;16;HORTALEZA;Atropello a persona;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;444678;4480625;N;
2025S130261;11/11/2025;18:25:00;AVDA. VIRGEN DEL CARMEN, 19;19;16;HORTALEZA;Atropello a persona;Despejado;Bicicleta;Peatón;Más de 74 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;444678;4480625;N;
2025S130286;11/11/2025;18:05:00;CALL. TRAFALGAR, 15;15;7;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440558;4475951;N;
2025S130424;11/11/2025;22:09:00;CALL. SAN MAMES / CALL. LA ACEBEDA;37;17;VILLAVERDE;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439125;4465789;N;
2025S130555;12/11/2025;7:50:00;PNTE. SEGOVIA / PASEO. ERMITA DEL SANTO;0;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;438575;4473962;N;
2025S130769;12/11/2025;16:00:00;PASEO. RECOLETOS, 22;22;4;SALAMANCA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441429;4475076;N;
2025S130856;12/11/2025;16:35:00;AVDA. ARCENTALES / CALL. HERMANOS GARCIA NOBLEJAS;2;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446751;4475095;N;
2025S130893;12/11/2025;20:30:00;PASEO. EDUARDO DATO, 23;23;7;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441320;4476042;N;
2025S130916;12/11/2025;22:05:00;CALL. ELOY GONZALO, 40;40;7;CHAMBERÍ;Colisión fronto-lateral;;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;440701;4476258;N;
2025S130923;12/11/2025;22:45:00;AVDA. MANOTERAS, 54;54;16;HORTALEZA;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444010;4482053;N;
2025S131083;13/11/2025;8:30:00;AVDA. GRAN VIA DE VILLAVERDE / AVDA. ANDALUCIA;20;17;VILLAVERDE;Colisión frontal;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;441211;4466383;N;
2025S131226;13/11/2025;14:40:00;CALL. ALCALA, 533;533;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;447002;4476950;N;
2025S131384;13/11/2025;18:44:00;CALL. ARTURO SORIA, 134A;134A;15;CIUDAD LINEAL;Caída;Lluvia débil;Bicicleta;Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;444657;4478070;N;
2025S131417;13/11/2025;21:29:00;CALL. IRUN, 7;7;9;MONCLOA-ARAVACA;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 50 a 54 años;Mujer;;;439250;4474857;N;
2025S131559;14/11/2025;7:25:00;CALL. VILLALONSO / CTRA. CARABANCHEL A VILLAVERDE;2;17;VILLAVERDE;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;440039;4466834;N;
2025S131676;14/11/2025;12:40:00;CALL. DIEGO DE LEON / CALL. SERRANO;1;4;SALAMANCA;Alcance;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;;;441799;4476277;N;
2025S131732;14/11/2025;16:17:00;CALL. TOLEDO, 120;120;2;ARGANZUELA;Caída;Nublado;Bicicleta;Conductor;De 40 a 44 años;Hombre;1;Atención en urgencias sin posterior ingreso;439575;4473055;N;
2025S131745;14/11/2025;17:35:00;PTA. REY CASA DE CAMPO, 0;0;9;MONCLOA-ARAVACA;Caída;LLuvia intensa;Bicicleta;Conductor;De 21 a 24 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;438720;4474454;N;
2025S131921;14/11/2025;15:30:00;CALL. RIBERA DE CURTIDORES / RONDA. TOLEDO;47;2;ARGANZUELA;Alcance;Nublado;Bicicleta;Conductor;De 21 a 24 años;Hombre;;;439996;4473075;N;
2025S132925;14/11/2025;21:50:00;CALL. ZABALETA / CALL. JUAN BAUTISTA DE TOLEDO;46;5;CHAMARTÍN;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;442933;4477121;N;
2025S132267;15/11/2025;4:07:00;CADARSO/IRUN;18;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439287;4474900;N;
2025S132373;15/11/2025;9:47:00;PASEO. YESERIAS / CALL. MELILLA;13;2;ARGANZUELA;Caída;Lluvia débil;Bicicleta;Conductor;De 35 a 39 años;Mujer;2;Ingreso inferior o igual a 24 horas;439659;4472351;N;
2025S132411;15/11/2025;11:15:00;AVDA. MARQUES DE CORBERA, 10;10;15;CIUDAD LINEAL;Caída;Lluvia débil;Bicicleta;Conductor;De 25 a 29 años;Mujer;1;Atención en urgencias sin posterior ingreso;444367;4474890;N;
2025S132437;15/11/2025;17:30:00;CALL. HALCONERO DEL REY / CALL. VIA LUSITANA;0;11;CARABANCHEL;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;2;Ingreso inferior o igual a 24 horas;437657;4469166;N;
2025S132484;15/11/2025;21:15:00;CALL. PEDRO BOSCH / AVDA. CIUDAD DE BARCELONA;0;2;ARGANZUELA;Caída;LLuvia intensa;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;442695;4472488;N;
2025S132866;15/11/2025;21:00:00;CALL. BRAVO MURILLO / CALL. FERNANDEZ DE LOS RIOS;18;7;CHAMBERÍ;Alcance;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;440259;4476390;N;
